UserID,DBH,Common_Name,Tree_Height,Crown_Width_NS,Crown_Width_EW,Crown_Base_Height,Collected_By,Edible
11108,29.5,Douglas-Fir,132,38,45,38,Staff,NA
11109,47.3,Douglas-Fir,166,68,68,5,Staff,NA
11110,31.5,Douglas-Fir,140,45,41,50,STAFF,NA
11111,36.7,Douglas-Fir,160,50,45,54,STAFF,NA
11112,31.2,Douglas-Fir,137,51,45,49,Staff,NA
11113,32.8,Douglas-Fir,162,35,31,70,Staff,NA
11114,26.9,Douglas-Fir,135,31,30,63,Staff,NA
11115,34.1,Douglas-Fir,149,51,45,61,STAFF,NA
11116,36,Douglas-Fir,138,54,57,48,Staff,NA
11117,38.4,Douglas-Fir,150,50,54,54,Staff,NA
11118,5.5,European White Birch,52,13,16,2,Staff,NA
11119,9.7,European White Birch,66,25,12,6,STAFF,NA
11120,9.7,European White Birch,65,29,19,6,Staff,NA
11121,8.9,European White Birch,68,24,21,5,Staff,NA
11122,48.1,Douglas-Fir,161,57,55,38,Staff,NA
11123,10.8,European White Birch,52,33,28,7,Staff,NA
11124,8.3,European White Birch,35,28,21,9,STAFF,NA
11125,43.4,Douglas-Fir,159,63,57,66,Staff,NA
11126,29.8,Douglas-Fir,136,58,61,57,Staff,NA
11127,11.1,Douglas-Fir,72,26,27,0,Staff,NA
11128,24.8,Douglas-Fir,138,27,30,56,Staff,NA
11129,33.9,Douglas-Fir,141,47,45,68,Staff,NA
11130,45.1,Douglas-Fir,154,59,57,73,Staff,NA
11131,41.1,Douglas-Fir,150,57,60,58,Staff,NA
11226,34.3,Douglas-Fir,154,50,57,89,Staff,NA
11227,40.5,Douglas-Fir,159,49,51,28,STAFF,NA
11228,32,Douglas-Fir,135,46,50,67,Staff,NA
11229,40.2,Douglas-Fir,164,51,49,62,Staff,NA
11230,34.9,Douglas-Fir,145,39,45,68,STAFF,NA
11231,30.5,Douglas-Fir,136,46,43,68,STAFF,NA
11232,35,Douglas-Fir,157,43,39,50,Staff,NA
11233,37.4,Douglas-Fir,162,45,58,74,STAFF,NA
11234,32.8,Douglas-Fir,140,28,25,68,Staff,NA
11235,36.6,Douglas-Fir,146,40,38,58,Staff,NA
11148,48.9,Douglas-Fir,146,68,64,44,STAFF,NA
11149,39.8,Douglas-Fir,152,52,55,27,Staff,NA
11150,41.6,Douglas-Fir,165,50,54,49,STAFF,NA
11151,35.9,Douglas-Fir,167,31,38,32,STAFF,NA
11152,8,European White Birch,48,26,22,6,Staff,NA
11153,47.4,Douglas-Fir,141,58,60,30,Staff,NA
11154,5.4,Vine Maple,14,26,25,6,Staff,NA
11155,41.9,Douglas-Fir,160,47,59,58,Staff,NA
11156,20.4,Douglas-Fir,132,27,30,60,STAFF,NA
11157,36.8,Douglas-Fir,150,49,45,27,STAFF,NA
11237,4.8,European White Birch,37,14,11,11,STAFF,NA
11238,39,Douglas-Fir,116,54,42,17,Staff,NA
11239,19.2,Douglas-Fir,120,25,24,50,STAFF,NA
11240,4,Elm Hybrid,27,17,19,7,Staff,NA
11241,37.8,Douglas-Fir,161,49,56,60,STAFF,NA
11242,36.3,Douglas-Fir,162,54,50,43,STAFF,NA
11243,25.6,Douglas-Fir,131,36,41,54,STAFF,NA
11244,34.7,Douglas-Fir,135,48,63,65,Staff,NA
11245,53.7,Douglas-Fir,169,65,70,38,Staff,NA
11246,24,Douglas-Fir,140,35,48,57,STAFF,NA
11247,27.4,Douglas-Fir,118,47,45,73,Staff,NA
11248,31.5,Douglas-Fir,137,41,39,58,Staff,NA
11249,43.6,Douglas-Fir,165,66,63,54,Staff,NA
11250,28.6,Douglas-Fir,145,54,41,74,STAFF,NA
11251,33.6,Douglas-Fir,150,54,41,80,Staff,NA
11252,35.2,Douglas-Fir,159,37,51,59,Staff,NA
11253,37.8,Douglas-Fir,159,39,48,98,Staff,NA
11254,31.4,Douglas-Fir,143,19,21,90,Staff,NA
11255,20.9,Douglas-Fir,120,30,26,89,STAFF,NA
11256,39.7,Douglas-Fir,149,45,50,80,STAFF,NA
11257,29.7,Douglas-Fir,160,38,51,79,Staff,NA
11292,31.6,Douglas-Fir,150,47,54,65,Staff,NA
11293,39.3,Douglas-Fir,160,56,58,53,Staff,NA
11294,38.5,Douglas-Fir,147,55,63,37,Staff,NA
11236,36.5,Douglas-Fir,156,47,44,30,STAFF,NA
11132,27.3,Douglas-Fir,145,51,43,67,Staff,NA
11133,17.5,Douglas-Fir,118,23,25,64,Staff,NA
11134,27.6,Douglas-Fir,122,40,39,46,Staff,NA
11135,17.1,Sweetgum,66,40,44,4,Staff,NA
11136,27,Douglas-Fir,132,46,47,66,Staff,NA
11137,29.4,Douglas-Fir,135,54,51,54,STAFF,NA
11138,14.3,Western Redcedar,50,30,23,0,Staff,NA
11139,34.7,Douglas-Fir,150,43,44,73,Staff,NA
11140,29.6,Douglas-Fir,139,37,49,67,STAFF,NA
11141,22,Douglas-Fir,119,21,18,62,Staff,NA
11142,15.9,Western Redcedar,59,21,26,1,Staff,NA
11143,28.8,Douglas-Fir,135,53,47,54,Staff,NA
11144,35.7,Douglas-Fir,153,39,30,60,Staff,NA
11145,32.3,Douglas-Fir,161,21,18,100,Staff,NA
11146,7.1,Vine Maple,14,24,21,3,STAFF,NA
11147,45.4,Douglas-Fir,165,57,60,68,STAFF,NA
11285,13.7,Western Redcedar,55,26,25,0,STAFF,NA
11286,37.2,Douglas-Fir,143,58,52,4,Staff,NA
11287,30.3,Douglas-Fir,134,43,38,70,Staff,NA
11288,37,Douglas-Fir,151,40,41,36,STAFF,NA
11289,8.3,European White Birch,45,31,23,7,Staff,NA
11290,36.7,Douglas-Fir,138,56,51,27,Staff,NA
11291,5.1,European White Birch,36,15,13,2,Staff,NA
11205,35.4,Douglas-Fir,155,48,57,90,Staff,NA
11206,5.5,European White Birch,52,13,16,2,Staff,NA
11207,35.2,Douglas-Fir,132,51,45,58,Staff,NA
11208,39,Douglas-Fir,157,56,61,71,Staff,NA
11209,14.5,European White Birch,77,43,41,17,Staff,NA
11210,25,Douglas-Fir,130,37,37,73,Staff,NA
11211,21.5,Douglas-Fir,132,26,29,79,STAFF,NA
11212,35.5,Douglas-Fir,148,46,49,27,Staff,NA
11213,35.8,Douglas-Fir,156,60,50,77,STAFF,NA
11214,21.8,Sweetgum,67,51,48,3,STAFF,NA
11215,43,Douglas-Fir,144,51,50,24,Staff,NA
11216,10.6,Douglas-Fir,64,32,32,1,Staff,NA
11217,28.1,Douglas-Fir,145,50,45,71,Staff,NA
11218,6.5,European White Birch,35,17,19,8,Staff,NA
11219,36.3,Douglas-Fir,158,42,51,66,Staff,NA
11220,28,Douglas-Fir,141,50,43,30,Staff,NA
11221,5.5,European White Birch,52,13,16,2,STAFF,NA
11222,35.3,Douglas-Fir,149,50,46,89,Staff,NA
11223,21.7,Douglas-Fir,121,40,37,60,STAFF,NA
11224,13.2,Giant Sequoia,13,21,17,0,STAFF,NA
11225,6.4,European White Birch,47,17,17,18,Staff,NA
11158,10.1,European White Birch,45,15,12,9,Staff,NA
11159,7.9,Saucer Magnolia,28,21,19,5,Staff,NA
11160,28.5,Pin Oak,98,72,68,4,Staff,NA
11161,27.5,Douglas-Fir,152,37,43,78,STAFF,NA
11162,26,Douglas-Fir,147,30,24,80,STAFF,NA
11163,20.3,Douglas-Fir,132,29,18,74,Staff,NA
11164,44.2,Douglas-Fir,143,62,57,61,Staff,NA
11165,39,Douglas-Fir,149,35,51,33,Staff,NA
11166,38.1,Douglas-Fir,145,54,62,70,STAFF,NA
11167,38.2,Douglas-Fir,149,61,61,63,STAFF,NA
11168,30.3,Douglas-Fir,146,43,35,57,STAFF,NA
11169,4.1,European White Birch,41,16,17,12,STAFF,NA
11170,8.5,Douglas-Fir,61,26,29,0,STAFF,NA
11171,17.2,European White Birch,91,49,34,9,Staff,NA
11172,20.3,Douglas-Fir,131,19,21,59,STAFF,NA
11173,34.2,Douglas-Fir,161,52,50,90,Staff,NA
11174,20.7,Norway Maple,92,74,74,2,STAFF,NA
11175,47.3,Douglas-Fir,154,66,64,10,STAFF,NA
11176,36.1,Douglas-Fir,153,45,46,72,Staff,NA
11177,7.9,Austrian Black Pine,63,18,16,5,Staff,NA
11178,32.2,Douglas-Fir,135,38,44,50,Staff,NA
11179,44.7,Douglas-Fir,168,56,39,48,Staff,NA
11180,50.6,Douglas-Fir,157,61,59,14,Staff,NA
11181,39.8,Douglas-Fir,151,49,50,33,Staff,NA
11182,37.1,Douglas-Fir,154,41,48,67,Staff,NA
11183,7,Saucer Magnolia,29,27,28,5,Staff,NA
11184,29.1,Douglas-Fir,143,47,34,53,STAFF,NA
11185,38.9,Douglas-Fir,156,57,58,42,Staff,NA
11186,36.1,Douglas-Fir,152,40,57,47,Staff,NA
11187,31.7,Douglas-Fir,125,51,49,75,STAFF,NA
11188,21.2,Norway Maple,88,57,63,12,Staff,NA
11189,29.7,Douglas-Fir,140,45,38,81,STAFF,NA
11190,27.8,Douglas-Fir,134,49,45,60,STAFF,NA
11191,36.9,Douglas-Fir,142,56,50,61,Staff,NA
11192,43.8,Douglas-Fir,162,53,59,35,STAFF,NA
11193,56.1,Douglas-Fir,170,70,67,14,Staff,NA
11194,31.6,Douglas-Fir,136,18,27,20,STAFF,NA
11195,20.4,Northern Red Oak,68,61,58,4,Staff,NA
11196,32.4,Douglas-Fir,147,61,56,34,Staff,NA
11197,43.1,Douglas-Fir,161,53,48,68,Staff,NA
11198,21.8,Douglas-Fir,135,20,36,56,Staff,NA
11199,30.9,Douglas-Fir,135,55,50,58,Staff,NA
11200,21.7,Douglas-Fir,115,34,31,50,Staff,NA
11201,32.9,Douglas-Fir,146,43,40,62,Staff,NA
11202,38.3,Douglas-Fir,134,42,57,45,Staff,NA
11203,15.7,River Birch,71,47,41,9,Staff,NA
11204,25.2,Douglas-Fir,131,24,51,65,Staff,NA
11279,39.7,Douglas-Fir,161,60,53,73,Staff,NA
11280,15.3,Sweetgum,44,39,41,0,Staff,NA
11281,23.7,Douglas-Fir,128,47,40,74,Staff,NA
11282,18.5,Sweetgum,74,38,40,3,STAFF,NA
11283,13.2,Scots Pine,109,26,28,10,Staff,NA
11284,25.8,Douglas-Fir,113,29,35,46,Staff,NA
11258,45.6,Douglas-Fir,151,45,46,56,Staff,NA
11259,29.2,Bigleaf Maple,89,73,71,1,STAFF,NA
11412,42.6,Douglas-Fir,117,33,30,51,Staff,NA
11413,43,Douglas-Fir,166,31,35,55,Staff,NA
11414,33.2,Chinese Horsechestnut,66,50,65,10,Staff,NA
11415,39.4,Douglas-Fir,158,30,45,55,STAFF,NA
11416,36.3,Douglas-Fir,143,38,46,71,STAFF,NA
11417,23.4,Norway Maple,89,56,75,8,Staff,NA
11418,41.7,Douglas-Fir,156,49,45,60,STAFF,NA
11951,27.8,Douglas-Fir,107,39,32,62,Staff,NA
11952,22.7,Douglas-Fir,111,30,22,53,Staff,NA
11953,27.4,Douglas-Fir,110,27,30,44,Staff,NA
11954,22.7,Douglas-Fir,131,30,35,68,Staff,NA
11955,84.5,Giant Sequoia,146,35,26,4,Volunteer,NA
11956,32.7,Unknown (Dead),86,99999,99999,NA,Volunteer,NA
11957,25,Littleleaf Linden,74,56,40,12,Volunteer,NA
11969,48,Grand Fir,143,36,43,8,Volunteer,NA
11970,46.2,Katsura,74,59,61,7,Volunteer,NA
11971,33.9,Douglas-Fir,120,54,51,7,Volunteer,NA
11972,43,Grand Fir,146,38,32,20,volunteer,NA
11973,30.8,Douglas-Fir,114,64,41,12,volunteer,NA
11974,25.3,Western Redcedar,67,31,25,5,STAFF,NA
11975,41.3,Eastern White Oak,107,87,92,7,volunteer,NA
11976,3.7,Oregon White Oak,20,9,12,5,volunteer,Yes - nuts
11977,21.5,Littleleaf Linden,83,46,44,6,volunteer,NA
11978,32.5,Douglas-Fir,130,38,45,16,Volunteer,NA
11979,40.8,Grand Fir,128,42,36,10,Volunteer,NA
11980,30.1,Western Hemlock,110,41,46,7,Volunteer,NA
11981,42,Douglas-Fir,123,47,42,6,Volunteer,NA
11982,35.2,Douglas-Fir,128,49,53,6,Volunteer,NA
11983,13.3,European White Birch,39,25,32,11,Volunteer,NA
11984,38.8,Douglas-Fir,133,39,44,68,Volunteer,NA
11985,9.1,Japanese Flowering Cherry,33,46,36,6,Volunteer,NA
11986,31.8,Douglas-Fir,116,53,41,15,Volunteer,NA
11987,31.6,Grand Fir,133,42,40,23,volunteer,NA
11988,20.5,Douglas-Fir,120,39,30,7,Volunteer,NA
11989,24.3,Littleleaf Linden,77,49,54,6,Volunteer,NA
11990,24.3,Western Redcedar,78,27,33,4,Staff,NA
11991,14,Colorado Blue Spruce,70,12,16,2,volunteer,NA
11992,35.7,Grand Fir,122,45,37,5,Volunteer,NA
11993,36.7,Western Redcedar,77,30,41,6,Staff,NA
11994,24.9,Littleleaf Linden,72,56,44,7,volunteer,NA
12270,3.5,"Hiba Arborvitae, Thujopsis",17,13,13,0,Volunteer,NA
12271,25.9,Deodar Cedar,75,37,37,4,Volunteer,NA
12272,23.4,Incense Cedar,60,24,25,5,Staff,NA
12273,34.5,Douglas-Fir,128,51,30,14,Volunteer,NA
12274,19.9,Littleleaf Linden,82,41,36,6,volunteer,NA
12275,23.6,Douglas-Fir,98,35,32,16,Volunteer,NA
12276,33,Douglas-Fir,128,38,59,7,Volunteer,NA
12277,37,Spanish Chestnut,70,72,76,6,Volunteer,Yes - nuts
12278,42.3,Douglas-Fir,148,50,59,6,Volunteer,NA
12279,39.7,Deodar Cedar,94,57,60,11,STAFF,NA
12280,49.5,Douglas-Fir,133,47,48,10,Staff,NA
12281,9.6,Japanese Flowering Cherry,21,31,34,5,Staff,NA
12180,56.8,Northern Red Oak,126,101,102,20,Staff,NA
12181,23.7,Littleleaf Linden,78,49,46,4,Staff,NA
12182,14.5,Douglas-Fir,48,25,19,0,STAFF,NA
12183,41.5,Coast Redwood,101,49,45,0,STAFF,NA
12184,12.7,Northern Red Oak,47,47,52,6,Staff,NA
12185,21.4,Littleleaf Linden,94,37,47,14,Staff,NA
12186,23.3,Littleleaf Linden,83,40,39,12,Staff,NA
12187,27.2,Douglas-Fir,133,42,41,19,Staff,NA
12188,24.6,Douglas-Fir,109,37,28,30,Staff,NA
12189,31,Douglas-Fir,128,45,50,19,Staff,NA
12190,40.7,Douglas-Fir,131,56,58,5,Staff,NA
12191,51.5,Douglas-Fir,146,53,55,12,STAFF,NA
12192,42.4,Douglas-Fir,140,50,52,11,Staff,NA
12193,26.8,Littleleaf Linden,76,41,44,14,Staff,NA
11958,28.3,Western Redcedar,93,28,33,6,Staff,NA
11959,31.5,Western Redcedar,84,37,35,8,Volunteer,NA
11960,36.3,Western Redcedar,94,26,29,5,Staff,NA
11961,25.8,Western Redcedar,81,25,27,5,STAFF,NA
11962,30,Littleleaf Linden,92,50,47,6,Volunteer,NA
11963,34,Western Redcedar,65,22,36,3,STAFF,NA
11964,70,Giant Sequoia,108,40,39,7,volunteer,NA
11965,23.8,Littleleaf Linden,77,52,38,6,Volunteer,NA
11966,26.5,Swamp White Oak,103,59,44,33,Staff,NA
11967,26.6,Western Redcedar,58,53,37,3,Staff,NA
11968,50.3,Douglas-Fir,117,69,58,7,Volunteer,NA
11995,12,Incense Cedar,20,11,12,4,Staff,NA
11996,31.6,Swamp White Oak,97,61,66,6,STAFF,NA
11997,15,Northern Red Oak,67,63,36,6,Volunteer,NA
11998,20.7,Grand Fir,73,45,43,12,Volunteer,NA
11999,24.9,Littleleaf Linden,63,51,55,6,Volunteer,NA
12000,27,Southern Catalpa,73,50,40,12,Volunteer,NA
12001,35.8,Grand Fir,125,26,24,34,Volunteer,NA
12002,38,Swamp White Oak,99,81,93,7,Staff,NA
12003,36.6,American Elm,116,74,68,14,Volunteer,NA
12004,51.3,Douglas-Fir,176,62,58,6,Volunteer,NA
12005,18.7,Sweetgum,77,34,31,6,Volunteer,NA
12415,42.1,Grand Fir,140,35,30,70,volunteer,NA
12416,23.9,Douglas-Fir,103,33,28,8,Staff,NA
12417,31.8,Littleleaf Linden,82,57,38,6,Volunteer,NA
12418,4.5,Common Hackberry,26,22,21,6,Volunteer,NA
12419,25.9,Douglas-Fir,101,30,36,12,Staff,NA
12420,35.5,Douglas-Fir,156,54,50,8,Volunteer,NA
12421,47,Douglas-Fir,110,42,46,5,volunteer,NA
12422,30.3,Littleleaf Linden,88,42,50,6,Volunteer,NA
12423,29.9,Grand Fir,110,43,43,12,Volunteer,NA
12424,19.8,American Beech,93,42,37,6,Volunteer,NA
12425,5.2,Grand Fir,32,18,17,1,Volunteer,NA
12426,21.1,Littleleaf Linden,59,47,46,6,Volunteer,NA
12068,10.2,Noble Fir,46,17,26,5,Staff,NA
12069,15.3,"Bigleaf Snowbell, Fragrant Snowbell",31,25,24,7,Volunteer,NA
12070,17.2,Douglas-Fir,84,32,32,15,volunteer,NA
12071,26.3,Littleleaf Linden,84,39,37,7,volunteer,NA
12072,37.8,Douglas-Fir,134,60,42,14,volunteer,NA
12073,22.5,Western Redcedar,87,27,23,6,volunteer,NA
12074,25,Western Redcedar,92,29,30,6,Volunteer,NA
12075,19.6,Littleleaf Linden,86,29,25,8,STAFF,NA
12076,32.3,Douglas-Fir,117,42,38,8,Volunteer,NA
12077,29.5,Western Redcedar,83,38,27,5,Volunteer,NA
12078,38.4,Dawn Redwood,92,35,49,5,volunteer,NA
12079,31.2,Western Hemlock,109,43,33,3,Volunteer,NA
12080,46,London Plane Tree,119,93,97,24,Volunteer,NA
12081,16.7,Western Redcedar,59,29,29,5,volunteer,NA
12082,45.9,Douglas-Fir,122,55,51,6,volunteer,NA
12083,43.6,Northern Red Oak,96,93,107,8,Volunteer,NA
12084,85.3,Giant Sequoia,138,58,55,14,Staff,NA
12085,33,Douglas-Fir,121,53,43,8,Staff,NA
12086,35.1,Unknown (Dead),50,99999,99999,NA,Staff,NA
12087,22.8,Littleleaf Linden,71,57,42,7,volunteer,NA
12088,43.2,Grand Fir,151,34,37,12,Staff,NA
12179,30.5,Douglas-Fir,101,32,37,6,STAFF,NA
12067,86,Giant Sequoia,138,42,47,8,Volunteer,NA
12006,82,Giant Sequoia,150,33,43,1,volunteer,NA
12007,39.1,Grand Fir,120,31,33,20,Volunteer,NA
12008,40.3,"Sugarberry, Southern Hackberry",74,55,67,7,Volunteer,NA
12009,19.5,Littleleaf Linden,63,47,44,4,STAFF,NA
12010,50.3,Douglas-Fir,153,56,51,4,Staff,NA
12011,25.9,Western Redcedar,61,35,37,0,Staff,NA
12012,25.1,Western Redcedar,57,36,34,1,Staff,NA
12013,3.6,Western Redcedar,18,5,6,0,Staff,NA
12014,80.6,Giant Sequoia,160,44,48,5,Volunteer,NA
12015,43.3,Douglas-Fir,120,48,54,6,volunteer,NA
12016,47.3,Northern Red Oak,131,90,87,10,Volunteer,NA
12017,16.1,Douglas-Fir,84,36,33,12,Volunteer,NA
12018,22.2,Swamp White Oak,112,46,50,4,Staff,NA
12019,23.2,Littleleaf Linden,83,52,41,6,Volunteer,NA
12020,23.9,Littleleaf Linden,80,54,45,7,Volunteer,NA
12021,45.9,"Sugarberry, Southern Hackberry",98,45,52,24,Volunteer,NA
12022,33.8,Douglas-Fir,131,54,50,6,Staff,NA
12023,17.3,European White Birch,94,48,42,8,Volunteer,NA
12024,20.4,Douglas-Fir,104,39,31,15,Staff,NA
12025,36,Douglas-Fir,108,30,28,18,volunteer,NA
12026,40.5,Douglas-Fir,138,50,62,6,STAFF,NA
12027,43.5,Douglas-Fir,139,52,60,13,STAFF,NA
12028,24.6,Littleleaf Linden,80,49,47,7,Volunteer,NA
12029,34.1,Douglas-Fir,128,43,38,16,volunteer,NA
12030,48,London Plane Tree,102,85,71,8,volunteer,NA
12031,24.9,Littleleaf Linden,72,61,46,6,Volunteer,NA
12032,34.6,American Beech,102,55,71,6,Volunteer,NA
12033,18.1,Littleleaf Linden,91,38,41,5,Staff,NA
12118,34.9,Douglas-Fir,116,44,40,41,STAFF,NA
12119,22.6,Littleleaf Linden,94,38,30,9,STAFF,NA
12120,34.7,European Beech,140,62,61,13,volunteer,NA
12121,25.5,American Beech,88,57,53,2,Volunteer,NA
12122,8.8,Western Redcedar,32,21,22,1,Volunteer,NA
12123,32.1,Littleleaf Linden,104,43,41,5,Staff,NA
12124,41.2,Douglas-Fir,130,39,47,4,Volunteer,NA
12125,20.5,Douglas-Fir,99,45,42,4,Volunteer,NA
12126,12,Colorado Blue Spruce,52,12,10,0,Volunteer,NA
12127,34.3,Douglas-Fir,115,52,59,3,Volunteer,NA
12128,23,Western Redcedar,77,31,25,2,Volunteer,NA
12129,42.3,Northern Red Oak,98,65,81,6,Volunteer,NA
12130,38,Grand Fir,120,32,29,7,volunteer,NA
12131,36.2,Douglas-Fir,128,57,39,36,Volunteer,NA
12132,35.3,Douglas-Fir,131,43,39,4,Staff,NA
12133,18.9,Sycamore Maple,70,35,30,14,Volunteer,NA
12134,39.7,Douglas-Fir,116,55,56,6,Staff,NA
12135,23.8,Littleleaf Linden,75,56,54,8,Volunteer,NA
12136,35.5,Grand Fir,110,35,39,6,Staff,NA
12137,35.6,Grand Fir,141,38,37,5,STAFF,NA
12138,13.9,Douglas-Fir,83,27,31,23,Staff,NA
12139,40.2,Douglas-Fir,122,41,55,6,Staff,NA
12140,39.5,Douglas-Fir,134,36,60,10,Volunteer,NA
12141,45.9,Douglas-Fir,140,49,44,34,volunteer,NA
12142,26.9,Grand Fir,127,28,25,35,Volunteer,NA
12143,33.4,Douglas-Fir,128,53,50,25,Volunteer,NA
12144,4.7,Japanese Snowbell,20,24,18,9,Volunteer,NA
12145,17.2,Douglas-Fir,47,31,26,6,Staff,NA
12034,29.8,Grand Fir,130,20,31,32,Volunteer,NA
12035,17.6,Grand Fir,62,30,30,5,Staff,NA
12036,35.3,Douglas-Fir,130,45,53,13,Staff,NA
12037,25.9,Littleleaf Linden,80,52,55,7,volunteer,NA
12038,33.7,Douglas-Fir,116,47,59,11,Staff,NA
12039,17.2,Douglas-Fir,60,35,26,7,volunteer,NA
12040,39.1,Douglas-Fir,122,45,38,15,STAFF,NA
12041,1.7,Japanese Snowbell,14,9,5,6,Volunteer,NA
12042,60.9,London Plane Tree,107,82,52,7,Volunteer,NA
12043,31,Douglas-Fir,128,38,44,36,Staff,NA
12044,19.1,Douglas-Fir,90,44,36,7,Volunteer,NA
12045,77,London Plane Tree,100,77,72,5,Volunteer,NA
12046,20.6,Littleleaf Linden,66,44,51,7,volunteer,NA
12047,16.2,Bird Cherry,77,24,25,12,volunteer,NA
12048,15.8,Douglas-Fir,52,18,23,36,Staff,NA
12049,24,Douglas-Fir,94,34,36,6,Staff,NA
12050,54.2,Douglas-Fir,143,66,63,15,Volunteer,NA
12051,45.2,Northern Red Oak,125,62,91,8,Volunteer,NA
12052,22,Douglas-Fir,109,49,38,6,Volunteer,NA
12053,26.5,Western Redcedar,81,30,27,6,Volunteer,NA
12054,45.5,Black Oak,112,72,82,8,Volunteer,NA
12055,17.8,Western Redcedar,72,34,30,6,Volunteer,NA
12090,25.1,Littleleaf Linden,83,35,49,6,volunteer,NA
12091,32.9,European Beech,100,51,59,6,volunteer,NA
12092,16,Grand Fir,87,40,36,7,volunteer,NA
12093,6.1,Camperdown Elm,13,13,13,3,Volunteer,NA
12094,25,American Beech,85,54,47,2,Volunteer,NA
12095,17.8,Western Redcedar,43,34,41,0,volunteer,NA
12096,32.1,Douglas-Fir,117,47,54,7,Volunteer,NA
12097,70.7,Giant Sequoia,133,41,39,7,volunteer,NA
12098,14.2,Western Redcedar,70,30,21,1,Volunteer,NA
12099,25.8,Sweetgum,113,32,32,3,Volunteer,NA
12100,33.2,Sweetgum,87,37,50,0,Volunteer,NA
12101,19.7,Douglas-Fir,108,34,33,3,Staff,NA
12102,40.5,Tuliptree,152,72,69,5,Volunteer,NA
12103,45.9,Grand Fir,155,35,38,5,Staff,NA
12104,25,Douglas-Fir,120,24,23,9,Staff,NA
12105,21.3,Littleleaf Linden,70,49,39,7,Volunteer,NA
12106,23.7,Littleleaf Linden,68,54,40,7,Volunteer,NA
12107,28,Littleleaf Linden,82,51,48,7,volunteer,NA
12089,2.9,Common Hackberry,20,15,14,3,Volunteer,NA
12056,27.8,Western Hemlock,110,51,38,6,Volunteer,NA
12057,26.6,Littleleaf Linden,82,61,48,6,Volunteer,NA
12058,42.5,Douglas-Fir,124,61,76,4,Staff,NA
12059,37.9,Douglas-Fir,140,63,57,24,Volunteer,NA
12060,17.1,European White Birch,103,59,47,9,Volunteer,NA
12061,44.8,Douglas-Fir,145,43,37,6,Volunteer,NA
12062,35.9,Douglas-Fir,137,48,63,20,Volunteer,NA
12063,2.5,Japanese Snowbell,14,11,17,4,volunteer,NA
12064,53.5,Douglas-Fir,152,49,57,45,volunteer,NA
12065,51.1,Douglas-Fir,174,45,40,90,Volunteer,NA
12066,11.4,Douglas-Fir,39,31,23,7,STAFF,NA
12282,36.2,Douglas-Fir,126,51,49,6,Volunteer,NA
12283,3.9,Port Orford Cedar,16,10,10,3,Staff,NA
12284,37.8,London Plane Tree,142,66,92,9,Volunteer,NA
12285,20.3,Littleleaf Linden,68,45,42,7,volunteer,NA
12286,46.2,Douglas-Fir,150,36,36,24,volunteer,NA
12287,37,Douglas-Fir,142,59,52,5,Volunteer,NA
12288,23.5,American Beech,102,49,45,7,volunteer,NA
12289,40.6,Unknown (Dead),26,99999,99999,NA,Staff,NA
12290,14.2,Douglas-Fir,83,36,33,10,Staff,NA
12291,34.6,Douglas-Fir,128,38,51,15,volunteer,NA
12108,20.3,Littleleaf Linden,90,28,37,9,STAFF,NA
12109,21.6,Littleleaf Linden,89,37,34,6,Staff,NA
12110,21.5,Littleleaf Linden,83,40,44,6,Volunteer,NA
12111,23.5,Littleleaf Linden,81,38,36,6,Staff,NA
12112,30.7,Douglas-Fir,136,41,46,20,Volunteer,NA
12113,24.6,Littleleaf Linden,100,27,38,8,Staff,NA
12114,19.7,Littleleaf Linden,90,26,36,13,Staff,NA
12115,8.4,Western Redcedar,49,8,13,6,Volunteer,NA
12116,24.5,Sweetgum,105,63,55,0,Volunteer,NA
12117,52.2,Douglas-Fir,153,43,40,13,volunteer,NA
12157,7,Silk Tree,21,25,30,8,Volunteer,No
12158,27.1,Western Hemlock,107,29,42,5,Volunteer,NA
12159,24.6,Douglas-Fir,124,31,35,6,volunteer,NA
12160,18.8,Western Redcedar,52,22,29,5,Volunteer,NA
12161,29.8,Austrian Black Pine,103,38,36,13,Staff,NA
12162,41.3,Douglas-Fir,84,38,57,32,Volunteer,NA
12163,22,Douglas-Fir,107,35,32,6,Staff,NA
12164,17,Western Redcedar,52,22,32,8,Volunteer,NA
12165,36.6,Grand Fir,140,41,39,10,STAFF,NA
12166,23.4,Littleleaf Linden,85,45,48,7,Volunteer,NA
12167,56.6,Douglas-Fir,159,57,51,57,STAFF,NA
12168,10.5,"Bigleaf Snowbell, Fragrant Snowbell",30,34,26,7,volunteer,NA
12169,13.8,Douglas-Fir,58,33,33,3,STAFF,NA
12170,48.1,Northern Red Oak,121,90,85,6,STAFF,NA
12171,29,Northern Red Oak,103,79,75,8,Staff,NA
12172,28.1,Grand Fir,114,32,30,58,Staff,NA
12173,17.9,Littleleaf Linden,68,49,51,7,Staff,NA
12174,22.5,Black Tupelo,74,45,50,6,STAFF,NA
12175,34.5,London Plane Tree,75,73,65,4,Staff,NA
12176,28,Littleleaf Linden,98,46,41,7,Staff,NA
12177,22,Littleleaf Linden,90,42,39,15,STAFF,NA
12178,28.5,Littleleaf Linden,84,40,46,13,Staff,NA
12228,47.4,Douglas-Fir,150,38,31,13,Staff,NA
12229,38.4,Douglas-Fir,141,42,39,5,STAFF,NA
12230,51.5,Douglas-Fir,129,41,39,26,Staff,NA
