crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,year,max_injr_svrty_cl,numb_vehc,polc_agncy_type_descr,sptroop,age_drvr_oldest,crash_hour,first_hrmf_event_descr,ambnt_light_descr,manr_coll_descr,road_surf_cond_descr,numb_fatal_injr,weath_cond_descr,hit_run_descr,most_hrmfl_evt_cl,speed_limit,lat,lon
5079893,CAMBRIDGE,02/22/2022,Fatal injury,Open Fatal,00:45:00,2022,Fatal injury (K),1,State police,H,45-54,12:00AM to 12:59AM,Collision with pedestrian,Dark - roadway not lighted,Single vehicle crash,Dry,1,Clear,No hit and run,V1:(Collision with pedestrian),30,42.37314132,-71.0809994
5082631,CAMBRIDGE,03/08/2022,Non-fatal injury,Open,19:03:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,07:00PM to 07:59PM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39462259,-71.12718516
5082649,CAMBRIDGE,03/14/2022,Non-fatal injury,Open,13:51:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,01:00PM to 01:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear/Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.37219004,-71.09897917
5082656,CAMBRIDGE,03/06/2022,Non-fatal injury,Open,17:13:00,2022,Suspected Minor Injury (B),2,Local police,NA,45-54,05:00PM to 05:59PM,Collision with motor vehicle in traffic,Daylight,Rear-end,Wet,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car)) / V2:(Collision with motor vehicle in traffic)",25,42.36957387,-71.11185905
5082735,CAMBRIDGE,03/10/2022,Non-fatal injury,Open,09:26:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.40065189,-71.13551746
5082739,CAMBRIDGE,03/03/2022,Non-fatal injury,Open,00:10:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,12:00AM to 12:59AM,Collision with motor vehicle in traffic,Dark - lighted roadway,Angle,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.403892,-71.13988269
5083127,CAMBRIDGE,03/04/2022,Unknown,Open,19:51:00,2022,Not reported,1,Local police,NA,45-54,07:00PM to 07:59PM,Collision with pedestrian,Unknown,Single vehicle crash,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.38241027,-71.13102331
5083834,CAMBRIDGE,03/20/2022,Property damage only (none injured),Open,16:05:00,2022,No Apparent Injury (O),1,Local police,NA,35-44,04:00PM to 04:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),20,42.36598773,-71.10469841
5083841,CAMBRIDGE,03/20/2022,Non-fatal injury,Open,12:44:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37514982,-71.11857544
5083843,CAMBRIDGE,03/21/2022,Non-fatal injury,Open,12:44:00,2022,Suspected Minor Injury (B),1,Local police,NA,65-74,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Unknown,0,Unknown,No hit and run,V1:(Collision with pedestrian),25,42.37656767,-71.11446621
5083844,CAMBRIDGE,03/20/2022,Non-fatal injury,Open,20:39:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,08:00PM to 08:59PM,Collision with motor vehicle in traffic,Daylight,"Sideswipe, opposite direction",Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),20,42.37334467,-71.122917760000007
5084852,CAMBRIDGE,03/22/2022,Non-fatal injury,Open,10:10:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37291252,-71.09448791
5086415,CAMBRIDGE,03/25/2022,Non-fatal injury,Open,10:38:00,2022,Suspected Minor Injury (B),1,Local police,NA,75-84,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37729882,-71.12283786
5087671,CAMBRIDGE,03/27/2022,Non-fatal injury,Open,22:47:00,2022,Possible Injury (C),1,State police,H,35-44,10:00PM to 10:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35398568,-71.11100067
5093309,CAMBRIDGE,04/01/2022,Non-fatal injury,Open,16:35:00,2022,Suspected Serious Injury (A),1,State police,H,35-44,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35594464,-71.09699778
5095492,CAMBRIDGE,04/06/2022,Non-fatal injury,Open,10:52:00,2022,Suspected Minor Injury (B),1,Local police,NA,>84,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Angle,Wet,0,Rain,No hit and run,V1:(Collision with pedestrian),25,42.38151029,-71.13216964
5095495,CAMBRIDGE,04/01/2022,Property damage only (none injured),Open,17:41:00,2022,No Apparent Injury (O),1,Local police,NA,35-44,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38208988,-71.1196417
5095496,CAMBRIDGE,04/15/2022,Non-fatal injury,Open,23:28:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,11:00PM to 11:59PM,Collision with pedestrian,Daylight,Rear-end,Unknown,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.36360738,-71.10066959
5095504,CAMBRIDGE,04/15/2022,Non-fatal injury,Open,18:26:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37275352,-71.09327914
5095514,CAMBRIDGE,04/09/2022,Non-fatal injury,Open,13:19:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37423441,-71.10471611
5095572,CAMBRIDGE,04/13/2022,Non-fatal injury,Open,16:30:00,2022,Possible Injury (C),1,Local police,NA,25-34,04:00PM to 04:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.38928451,-71.14288699
5095584,CAMBRIDGE,04/15/2022,Property damage only (none injured),Open,14:57:00,2022,No Apparent Injury (O),1,Local police,NA,55-64,02:00PM to 02:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.37340707,-71.10247912
5095587,CAMBRIDGE,04/20/2022,Non-fatal injury,Open,12:25:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37219004,-71.09897917
5095837,CAMBRIDGE,04/23/2022,Non-fatal injury,Open,12:30:00,2022,Suspected Serious Injury (A),1,Local police,NA,45-54,12:00PM to 12:59PM,Collision with parked motor vehicle,Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36629773,-71.0820439
5095838,CAMBRIDGE,04/22/2022,Non-fatal injury,Open,16:58:00,2022,Suspected Minor Injury (B),1,Local police,NA,21-24,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36629717,-71.09178114
5098223,CAMBRIDGE,04/27/2022,Non-fatal injury,Open,15:47:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,03:00PM to 03:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36221058,-71.09072236
5107312,CAMBRIDGE,05/03/2022,Non-fatal injury,Open,17:11:00,2022,Suspected Minor Injury (B),1,Local police,NA,75-84,05:00PM to 05:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),10,NA,NA
5107323,CAMBRIDGE,05/03/2022,Non-fatal injury,Open,17:26:00,2022,Possible Injury (C),1,Local police,NA,25-34,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36721955,-71.10668246
5107357,CAMBRIDGE,05/24/2022,Non-fatal injury,Open,15:57:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,03:00PM to 03:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3687851,-71.10970173
5107373,CAMBRIDGE,05/09/2022,Non-fatal injury,Open,10:31:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,10:00AM to 10:59AM,Collision with parked motor vehicle,Daylight,Angle,Dry,0,Severe crosswinds,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36696425,-71.09259058
5107382,CAMBRIDGE,05/05/2022,Property damage only (none injured),Open,09:53:00,2022,No Apparent Injury (O),1,Local police,NA,45-54,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Rear-end,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37219004,-71.09897917
5109516,CAMBRIDGE,05/27/2022,Non-fatal injury,Open,20:48:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,08:00PM to 08:59PM,Collision with other,Daylight,Single vehicle crash,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.36207707,-71.09811331
5109523,CAMBRIDGE,05/26/2022,Non-fatal injury,Open,12:23:00,2022,Suspected Serious Injury (A),1,Local police,NA,55-64,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3698162,-71.12245395
5109531,CAMBRIDGE,04/20/2022,Non-fatal injury,Open,12:25:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37219004,-71.09897917
5111279,CAMBRIDGE,06/04/2022,Non-fatal injury,Open,01:28:00,2022,Possible Injury (C),1,State police,H,35-44,01:00AM to 01:59AM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),35,42.36982487,-71.12245456
5114137,CAMBRIDGE,06/08/2022,Property damage only (none injured),Open,16:21:00,2022,No Apparent Injury (O),1,Local police,NA,25-34,04:00PM to 04:59PM,Collision with pedestrian,Daylight,Unknown,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),NA,42.36071463,-71.10449502
5114160,CAMBRIDGE,06/10/2022,Not Reported,Open,19:25:00,2022,Not reported,1,Local police,NA,NA,07:00PM to 07:59PM,Collision with motor vehicle in traffic,Daylight,"Sideswipe, opposite direction",Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36913045,-71.10053769
5119464,CAMBRIDGE,06/15/2022,Property damage only (none injured),Open,18:31:00,2022,No Apparent Injury (O),1,Local police,NA,65-74,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Rear-end,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.37002726,-71.10280614
5119467,CAMBRIDGE,06/22/2022,Non-fatal injury,Open,16:58:00,2022,Suspected Minor Injury (B),1,Local police,NA,18-20,04:00PM to 04:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36502538,-71.10757648
5114056,CAMBRIDGE,06/04/2022,Non-fatal injury,Open,17:17:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,05:00PM to 05:59PM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Clear/Unknown,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36698764,-71.10634762
5114140,CAMBRIDGE,06/02/2022,Non-fatal injury,Open,15:53:00,2022,Possible Injury (C),1,Local police,NA,18-20,03:00PM to 03:59PM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36085883,-71.1068112
5114147,CAMBRIDGE,06/10/2022,Non-fatal injury,Open,10:41:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37401766,-71.10304968
5115519,CAMBRIDGE,06/03/2022,Fatal injury,Open Fatal,23:30:00,2022,Fatal injury (K),1,State police,H,35-44,11:00PM to 11:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,1,Clear,No hit and run,V1:(Collision with pedestrian),30,42.38909132,-71.14299938
5117938,CAMBRIDGE,05/19/2022,Non-fatal injury,Open,21:44:00,2022,Suspected Serious Injury (A),1,State police,H,45-54,09:00PM to 09:59PM,Collision with motor vehicle in traffic,Dark - lighted roadway,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.3978372,-71.14112178
5119372,CAMBRIDGE,06/17/2022,Non-fatal injury,Open,20:11:00,2022,Possible Injury (C),1,Local police,NA,45-54,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36138439,-71.09695084
5119388,CAMBRIDGE,06/21/2022,Non-fatal injury,Open,19:16:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39651848,-71.14323384
5119391,CAMBRIDGE,06/14/2022,Non-fatal injury,Open,10:47:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37011541,-71.11293419
5119392,CAMBRIDGE,06/14/2022,Non-fatal injury,Open,09:29:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39984738,-71.13342641
5119397,CAMBRIDGE,06/21/2022,Property damage only (none injured),Open,16:02:00,2022,No Apparent Injury (O),1,Local police,NA,75-84,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38156427,-71.11630861
5119461,CAMBRIDGE,06/18/2022,Non-fatal injury,Open,22:04:00,2022,Suspected Minor Injury (B),1,Local police,NA,45-54,10:00PM to 10:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,Head-on,Dry,0,Clear/Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.36298111,-71.09361147
5119468,CAMBRIDGE,06/24/2022,Non-fatal injury,Open,19:09:00,2022,Suspected Serious Injury (A),1,Local police,NA,45-54,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37219004,-71.09897917
5121053,CAMBRIDGE,06/18/2022,Non-fatal injury,Open,12:29:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37164172,-71.08479003
5121054,CAMBRIDGE,06/30/2022,Non-fatal injury,Open,11:09:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36579067,-71.09209453
5121055,CAMBRIDGE,06/29/2022,Non-fatal injury,Open,06:43:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,06:00AM to 06:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.36493641,-71.10295222
5121168,CAMBRIDGE,06/28/2022,Non-fatal injury,Open,17:29:00,2022,Possible Injury (C),1,Local police,NA,25-34,05:00PM to 05:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36924337,-71.11092172
5126076,CAMBRIDGE,07/03/2022,Property damage only (none injured),Open,21:21:00,2022,No Apparent Injury (O),1,State police,H,55-64,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.3643027,-71.11605234
5130417,CAMBRIDGE,06/28/2022,Non-fatal injury,Open,08:40:00,2022,Suspected Minor Injury (B),1,State police,H,45-54,08:00AM to 08:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),30,42.3734622,-71.12686247
5130663,CAMBRIDGE,07/04/2022,Non-fatal injury,Open,23:16:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,11:00PM to 11:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39025253,-71.12105691
5130664,CAMBRIDGE,07/01/2022,Non-fatal injury,Open,09:33:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37372801,-71.10081851
5130666,CAMBRIDGE,07/23/2022,Non-fatal injury,Open,17:49:00,2022,Suspected Minor Injury (B),1,Local police,NA,55-64,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Head-on,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.36287944,-71.09234102
5130671,CAMBRIDGE,07/21/2022,Non-fatal injury,Open,08:40:00,2022,Suspected Minor Injury (B),1,Local police,NA,65-74,08:00AM to 08:59AM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36475599,-71.11077264
5130785,CAMBRIDGE,07/17/2022,Non-fatal injury,Open,20:05:00,2022,Suspected Minor Injury (B),1,Local police,NA,21-24,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38323962,-71.11951497
5130791,CAMBRIDGE,07/24/2022,Non-fatal injury,Open,14:04:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3652867,-71.10352511
5130792,CAMBRIDGE,07/06/2022,Non-fatal injury,Open,21:09:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.37662442,-71.11409074
5130809,CAMBRIDGE,07/08/2022,Non-fatal injury,Open,09:59:00,2022,Possible Injury (C),2,Local police,NA,35-44,09:00AM to 09:59AM,Collision with pedestrian,Daylight,"Sideswipe, opposite direction",Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian) / V2:(Collision with pedestrian),25,42.37281569,-71.09375173
5130814,CAMBRIDGE,07/08/2022,Non-fatal injury,Open,18:08:00,2022,Suspected Minor Injury (B),1,Local police,NA,65-74,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36298168,-71.09959332
5130816,CAMBRIDGE,07/06/2022,Non-fatal injury,Open,21:30:00,2022,Suspected Minor Injury (B),1,Local police,NA,35-44,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37092663,-71.07909557
5130821,CAMBRIDGE,07/21/2022,Property damage only (none injured),Open,21:01:00,2022,No Apparent Injury (O),1,Local police,NA,35-44,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39828619,-71.13120207
5131164,CAMBRIDGE,07/05/2022,Non-fatal injury,Open,20:44:00,2022,Suspected Serious Injury (A),1,Local police,NA,NA,08:00PM to 08:59PM,Collision with pedestrian,Daylight,Unknown,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),20,42.36478748,-71.1026858
5132303,CAMBRIDGE,07/22/2022,Non-fatal injury,Open,09:00:00,2022,Suspected Minor Injury (B),1,State police,H,65-74,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.38737039,-71.14211959
5138876,CAMBRIDGE,08/11/2022,Non-fatal injury,Open,07:25:00,2022,Possible Injury (C),1,Local police,NA,45-54,07:00AM to 07:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36480689,-71.08932899
5139198,CAMBRIDGE,08/15/2022,Non-fatal injury,Open,16:21:00,2022,Suspected Minor Injury (B),1,Local police,NA,18-20,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.39513225,-71.12759521
5139202,CAMBRIDGE,08/12/2022,Property damage only (none injured),Open,15:31:00,2022,No Apparent Injury (O),1,Local police,NA,25-34,03:00PM to 03:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37142232,-71.09954268
5139213,CAMBRIDGE,08/09/2022,Non-fatal injury,Open,17:49:00,2022,Suspected Minor Injury (B),1,Local police,NA,21-24,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39890364,-71.13214872
5142636,CAMBRIDGE,08/16/2022,Non-fatal injury,Open,12:40:00,2022,Possible Injury (C),1,State police,H,65-74,12:00PM to 12:59PM,Collision with motor vehicle in traffic,Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35398568,-71.11100067
5144107,CAMBRIDGE,08/16/2022,Property damage only (none injured),Open,13:15:00,2022,No Apparent Injury (O),1,State police,H,45-54,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35398568,-71.11100067
5145715,CAMBRIDGE,08/27/2022,Non-fatal injury,Open,21:47:00,2022,Suspected Minor Injury (B),1,Local police,NA,25-34,09:00PM to 09:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),20,42.36471315,-71.10257396
5145716,CAMBRIDGE,08/16/2022,Non-fatal injury,Open,11:00:00,2022,Suspected Minor Injury (B),1,Local police,NA,NA,11:00AM to 11:59AM,Collision with pedestrian,Daylight,Head-on,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36559134,-71.104007
